Player Name,Team Initials,Appearances,Goals,Cards,Tournaments,Attack_Contribution,Goals_Score,Appearances_Score,Attack_Score,Experience_Score,Discipline_Score,Cluster
S.FERNANDEZ,URU,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
SAAD,KSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SABILLON,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SABORIO A.,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SADDAM KARIM,IRQ,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SAGNA,FRA,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
SAGNOL,FRA,10,0,3,2,0.0,0.0,33.33333333333333,0.0,25.0,62.5,1.0
SAHA,FRA,7,0,2,1,0.0,0.0,22.22222222222222,0.0,0.0,75.0,2.0
SAIDI,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SAIFI,ALG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SAITO,JPN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SAKHO,FRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SALATA,SVK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SALIFOU M.,TOG,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
SALIHOVI?,BIH,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SALLI,CMR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SALPINGIDIS,GRE,7,1,1,2,0.1428571428571428,5.88235294117647,22.22222222222222,3.571428571428571,25.0,87.5,1.0
SAMARAS,GRE,7,0,2,2,0.0,0.0,22.22222222222222,0.0,25.0,75.0,1.0
SAMARIS,GRE,4,1,2,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,75.0,2.0
SAMEDOV,RUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SAMMIR,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SAMUEL,ARG,8,0,1,2,0.0,0.0,25.925925925925924,0.0,25.0,87.5,1.0
SAMUEL,ARG,8,0,1,2,0.0,0.0,25.925925925925924,0.0,25.0,87.5,0.0
SAMUEL,TRI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,1.0
SAMUEL,TRI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANABRIA,PAR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SANCHEZ,CHI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SANCHEZ,CHI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SANCHEZ,CHI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SANCHEZ,ECU,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANCHEZ,ECU,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANCHEZ,ECU,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANCHEZ,MEX,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SANCHEZ,MEX,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SANCHEZ,MEX,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SANCHO,TRI,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SAND,DEN,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
SANGSIK,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANGWENI,RSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANKOVIC,SVN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANNEH,USA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SANTA,COL,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
SANTA CRUZ,PAR,9,1,2,2,0.1111111111111111,5.88235294117647,29.629629629629623,2.7777777777777777,25.0,75.0,1.0
SANTACRUZ,PAR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SANTANA,PAR,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
SANTILLANA,ESP,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
SAPARA,SVK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SARABIA,PAR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SARIC,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SARITAMA,ECU,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SARPEI,GHA,9,0,1,2,0.0,0.0,29.629629629629623,0.0,25.0,87.5,1.0
SAVICEVIC,YUG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SAVIOLA,ARG,5,1,1,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,87.5,2.0
SCALONI,ARG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SCHAARS,NED,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
SCHILDENFELD,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SCHJONBERG,DEN,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
SCHNEIDER,GER,14,1,1,2,0.0714285714285714,5.88235294117647,48.14814814814815,1.7857142857142856,25.0,87.5,1.0
SCHNEIDERLIN,FRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SCHOLES,ENG,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
SCHR,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SCHRRLE,GER,7,6,0,1,0.8571428571428571,35.294117647058826,22.22222222222222,21.428571428571427,0.0,100.0,0.0
SCHWARZER,AUS,7,0,0,2,0.0,0.0,22.22222222222222,0.0,25.0,100.0,1.0
SCHWEGLER,SUI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SCHWEINSTEIGER,GER,21,2,6,3,0.0952380952380952,11.76470588235294,74.07407407407408,2.380952380952381,50.0,25.0,3.0
SCIFO,BEL,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
SCOTLAND,TRI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SCOTTI,URU,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
SEAMAN,ENG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SEFEROVIC,SUI,4,1,0,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,100.0,0.0
SEITARIDIS,GRE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SELLIMI,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SELYMES,ROU,5,0,2,1,0.0,0.0,14.814814814814811,0.0,0.0,75.0,2.0
SEMAK,RUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SEMENOV,RUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SEMSHOV,RUS,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SENDEROS,SUI,11,1,1,3,0.0909090909090909,5.88235294117647,37.03703703703704,2.272727272727273,50.0,87.5,3.0
SENNA,ESP,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SENNIKOV,RUS,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SENSINI,ARG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SEO D. M.,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SEO J. W.,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SEQUEIRA D.,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SEREY DIE,CIV,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SERGI,ESP,8,0,1,2,0.0,0.0,25.925925925925924,0.0,25.0,87.5,1.0
SERGINHO,BRA,5,2,0,1,0.4,11.76470588235294,14.814814814814811,10.0,0.0,100.0,0.0
SERGIO,ESP,15,0,1,3,0.0,0.0,51.85185185185185,0.0,50.0,87.5,3.0
SERGIO RAMOS,ESP,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SERIC,CRO,6,0,0,2,0.0,0.0,18.51851851851852,0.0,25.0,100.0,1.0
SERNA,COL,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SESTAK,SVK,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
SEUNGYEOUL,KOR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SHAABAN,SWE,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SHAKER NADHUM,IRQ,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SHAKER SAMIR,IRQ,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
SHAQIRI,SUI,7,3,0,2,0.4285714285714285,17.647058823529413,22.22222222222222,10.714285714285714,25.0,100.0,1.0
SHATOV,RUS,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SHAW,ENG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SHCHENNIKOV,RUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SHELAYEV,UKR,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
SHERINGHAM,ENG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SHEVCHENKO,UKR,5,1,0,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,100.0,0.0
SHIN Hong Gi,KOR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SHIN Yung Kyoo,PRK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SHITTU,NGA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SHORUNMU,NGA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SHOVKOVSKYI,UKR,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SHUST,UKR,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SI MOHAMMED,ALG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SIBAYA,RSA,6,0,0,2,0.0,0.0,18.51851851851852,0.0,25.0,100.0,1.0
SIBIK,POL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SIFAKIS,GRE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SIGMUND,NZL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SILAS,BRA,9,0,0,2,0.0,0.0,29.629629629629623,0.0,25.0,100.0,1.0
SILVA,BRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SILVA,BRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,2.0
SILVA,BRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,1.0
SILVA,BRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SILVA,CHI,4,0,3,1,0.0,0.0,11.11111111111111,0.0,0.0,62.5,0.0
SILVA,CHI,4,0,3,1,0.0,0.0,11.11111111111111,0.0,0.0,62.5,2.0
SILVA,CHI,4,0,3,1,0.0,0.0,11.11111111111111,0.0,0.0,62.5,1.0
SILVA,CHI,4,0,3,1,0.0,0.0,11.11111111111111,0.0,0.0,62.5,0.0
SILVA,ESP,10,0,0,2,0.0,0.0,33.33333333333333,0.0,25.0,100.0,0.0
SILVA,ESP,10,0,0,2,0.0,0.0,33.33333333333333,0.0,25.0,100.0,2.0
SILVA,ESP,10,0,0,2,0.0,0.0,33.33333333333333,0.0,25.0,100.0,1.0
SILVA,ESP,10,0,0,2,0.0,0.0,33.33333333333333,0.0,25.0,100.0,0.0
SILVA,URU,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
SILVA,URU,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,2.0
SILVA,URU,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,1.0
SILVA,URU,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
SILVESTRE,FRA,10,0,0,2,0.0,0.0,33.33333333333333,0.0,25.0,100.0,1.0
SIMEONE,ARG,7,0,1,2,0.0,0.0,22.22222222222222,0.0,25.0,87.5,1.0
SIMEUNOVIC,SVN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SIMIC,CRO,6,0,4,2,0.0,0.0,18.51851851851852,0.0,25.0,50.0,2.0
SIMO,POR,11,1,0,2,0.0909090909090909,5.88235294117647,37.03703703703704,2.272727272727273,25.0,100.0,1.0
SIMONS,BEL,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SIMUNIC,CRO,6,0,5,2,0.0,0.0,18.51851851851852,0.0,25.0,37.5,2.0
SINCLAIR,ENG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SIO,CIV,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SIONKO,CZE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SIRIGU,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SISSOKO,FRA,5,1,0,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,100.0,0.0
SKOKO,AUS,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SKRTEL,SVK,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
SLIMANI,ALG,4,2,0,1,0.5,11.76470588235294,11.11111111111111,12.5,0.0,100.0,0.0
SMALLING,ENG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SMELTZ,NZL,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
SMERTIN,RUS,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SMITH,NZL,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SMOLAREK,POL,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SNEIJDER,NED,18,7,2,3,0.3888888888888889,41.17647058823529,62.96296296296296,9.722222222222223,50.0,75.0,3.0
SOBOLEWSKI,POL,3,0,4,1,0.0,0.0,7.4074074074074066,0.0,0.0,50.0,2.0
SOBRINHO,POR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SOCRATES,BRA,10,3,0,2,0.3,17.647058823529413,33.33333333333333,7.5,25.0,100.0,1.0
SODJE,NGA,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SOGAHATA,JPN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SOKRATIS,GRE,7,2,2,2,0.2857142857142857,11.76470588235294,22.22222222222222,7.142857142857142,25.0,75.0,1.0
SOLDO,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SOLE,ESP,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SOLIS,CRC,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SOLIS M.,CRC,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SOLOMATIN,RUS,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
SOLSKJR,NOR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SOMMER,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SONCK,BEL,4,1,0,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,100.0,0.0
SONG,CMR,12,0,5,4,0.0,0.0,40.74074074074074,0.0,75.0,37.5,3.0
SONGO'O,CMR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SONGOO,CMR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SORENSEN,DEN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SORIN,ARG,8,0,2,2,0.0,0.0,25.925925925925924,0.0,25.0,75.0,1.0
SOUDANI,ALG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SOULEYMANOU,CMR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SOUTHGATE,ENG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SPAHI?,BIH,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SPECTOR,USA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SPIRANOVIC,AUS,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SPYCHER,SUI,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
SPYROPOULOS,GRE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SQUILLACI,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SRENSEN,DEN,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SRNA,CRO,6,1,1,2,0.1666666666666666,5.88235294117647,18.51851851851852,4.166666666666666,25.0,87.5,1.0
STAELENS,BEL,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STAJNER,CZE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
STANIC,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
STANKOVI?,SRB,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
STANKOVIC,SCG,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
STAUNTON,IRL,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
STEKELENBURG,NED,11,0,1,2,0.0,0.0,37.03703703703704,0.0,25.0,87.5,1.0
STELEA,ROU,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
STENMAN,SWE,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STENSTAD,NOR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STERJOVSKI,AUS,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STERLING,ENG,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
STEVANOVI?,SVN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
STEWART,USA,9,1,0,2,0.1111111111111111,5.88235294117647,29.629629629629623,2.7777777777777777,25.0,100.0,1.0
STOCH,SVK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STOCKER,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STOITCHKOV,BUL,7,3,2,1,0.4285714285714285,17.647058823529413,22.22222222222222,10.714285714285714,0.0,75.0,2.0
STOJKOVI?,SRB,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
STOJKOVIC,SCG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
STOJKOVIC,SCG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,2.0
STOJKOVIC,YUG,5,2,1,1,0.4,11.76470588235294,14.814814814814811,10.0,0.0,87.5,0.0
STOJKOVIC,YUG,5,2,1,1,0.4,11.76470588235294,14.814814814814811,10.0,0.0,87.5,2.0
STRBA,SVK,4,0,2,1,0.0,0.0,11.11111111111111,0.0,0.0,75.0,2.0
STRELLER,SUI,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
STRUPAR,BEL,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STRUWAY,PAR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
STURRIDGE,ENG,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
SUAREZ,URU,7,3,1,1,0.4285714285714285,17.647058823529413,22.22222222222222,10.714285714285714,0.0,87.5,2.0
SUAREZ SANCHEZ,MEX,4,0,2,1,0.0,0.0,11.11111111111111,0.0,0.0,75.0,2.0
SUAZO,CHI,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
SUAZO,CHI,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
SUAZO,HON,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SUAZO,HON,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SUBAI?,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SUBOTI?,SRB,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
SUFFO,CMR,3,0,4,1,0.0,0.0,7.4074074074074066,0.0,0.0,50.0,2.0
SUI?,BIH,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SUKER,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SULAIMANI,KSA,5,0,0,2,0.0,0.0,14.814814814814811,0.0,25.0,100.0,1.0
SULIMAN,KSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SUMAILA,GHA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SUNG Nak Woon,KOR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
SUNGRYONG,KOR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SUNGYUENG,KOR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
SUNSING,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
SUZUKI,JPN,4,1,0,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,100.0,0.0
SVENSSON,SWE,4,1,1,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,87.5,2.0
SVIDERSKYY,UKR,5,0,3,1,0.0,0.0,14.814814814814811,0.0,0.0,62.5,2.0
SWIERCZEWSKI,POL,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
SYLVA,SEN,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
SYLVIO HOFFMANN,BRA,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
SYTCHEV,RUS,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
SZYMKOWIAK,POL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Saad AL HUTTI,KUW,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Saber EID,EGY,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Sabri JABALLAH,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Sadok SASSI,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Safet SUSIC,YUG,8,1,0,2,0.125,5.88235294117647,25.925925925925924,3.125,25.0,100.0,1.0
Said CHIBA,MAR,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
Said DGHAY,MAR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Salah ASSAD,ALG,6,2,0,2,0.3333333333333333,11.76470588235294,18.51851851851852,8.333333333333332,25.0,100.0,1.0
Salah KAROUI,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Salah LARBES,ALG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Salaheddine BASSIR,MAR,3,2,0,1,0.6666666666666666,11.76470588235294,7.4074074074074066,16.666666666666664,0.0,100.0,0.0
Salaheddine HMIED,MAR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Saleh AL DAWOOD,KSA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Salvador CARMONA,MEX,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
Salvador FARFAN,MEX,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Salvador FLAMENCO CABEZAS,SLV,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
Salvador FLORES,PAR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Salvador MARIONA,SLV,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
Salvador MOTA,MEX,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Salvador REYES,MEX,9,0,0,3,0.0,0.0,29.629629629629623,0.0,50.0,100.0,1.0
Salvador SADURNI,ESP,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Salvador VILLALBA,PAR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Salvatore BAGNI,ITA,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
Salvatore SCHILLACI,ITA,7,5,0,1,0.7142857142857143,29.411764705882355,22.22222222222222,17.857142857142858,0.0,100.0,0.0
Sam MALCOLMSON,NZL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Sam McILROY,NIR,8,0,2,2,0.0,0.0,25.925925925925924,0.0,25.0,75.0,1.0
Sami AL HASHASH,KUW,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
