Player Name,Team Initials,Appearances,Goals,Cards,Tournaments,Attack_Contribution,Goals_Score,Appearances_Score,Attack_Score,Experience_Score,Discipline_Score,Cluster
Celestin DELMER,FRA,4,0,0,2,0.0,0.0,11.11111111111111,0.0,25.0,100.0,1.0
Celestin OLIVER,FRA,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
Celestine BABAYARO,NGA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Celso GUITY,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Celso OTERO,URU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Cesar CUETO,PER,9,1,0,2,0.1111111111111111,5.88235294117647,29.629629629629623,2.7777777777777777,25.0,100.0,1.0
Cesar ESPINOZA,CHI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Cesar GUTIERREZ,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Cesar LOPEZ FRETES,PAR,2,1,0,1,0.5,5.88235294117647,3.7037037037037033,12.5,0.0,100.0,
Cesar RAMIREZ,PAR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Cesar RUMINSKI,FRA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Cesar VEGA,URU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Cesar ZABALA,PAR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Cesare MALDINI,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Cestmir PATZEL,TCH,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Cetin ZEYBEK,TUR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Chaabane MERZEKANE,ALG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Chad DEERING,USA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Charles CASALI,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Charles GEERTS,BEL,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Charles SIMONS,BEL,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Charles TOUBE,CMR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Charles VANDEWOUWER,BEL,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Charlie COLOMBO,USA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Charlie NICHOLAS,SCO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Charly ELSENER,SUI,6,0,0,2,0.0,0.0,18.51851851851852,0.0,25.0,100.0,1.0
Chidi NWANU,NGA,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
Choukri EL OUAER,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Chris HENDERSON,USA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Chris MORRIS,IRL,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
Chris NICHOLL,NIR,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Chris WADDLE,ENG,12,0,0,2,0.0,0.0,40.74074074074074,0.0,25.0,100.0,1.0
Chris WOODS,ENG,12,0,0,2,0.0,0.0,40.74074074074074,0.0,25.0,100.0,1.0
Christian DAILLY,SCO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Christian DALGER,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Christian DULCA,ROU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Christian KAREMBEU,FRA,7,0,1,1,0.0,0.0,22.22222222222222,0.0,0.0,87.5,2.0
Christian KEGLEVITS,AUT,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Christian LOPEZ,FRA,10,1,0,2,0.1,5.88235294117647,33.33333333333333,2.5,25.0,100.0,1.0
Christian PIOT,BEL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Christian VIERI,ITA,5,5,0,1,1.0,29.411764705882355,14.814814814814811,25.0,0.0,100.0,0.0
Christian ZIEGE,GER,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Christophe DUGARRY,FRA,7,1,0,1,0.1428571428571428,5.88235294117647,22.22222222222222,3.571428571428571,0.0,100.0,0.0
Christophe OHREL,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Christopher DAWES,JAM,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
Christopher HUGHTON,IRL,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Christopher SULLIVAN,USA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Christos KARKAMANIS,GRE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Ciriaco SFORZA,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Ciro FERRARA,ITA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Claes CRONQVIST,SWE,9,0,1,2,0.0,0.0,29.629629629629623,0.0,25.0,87.5,1.0
Clarence SEEDORF,NED,7,0,1,1,0.0,0.0,22.22222222222222,0.0,0.0,87.5,2.0
Claude ABBES,FRA,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
Claude BARTHELEMY,HAI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Claude PAPI,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Claudio BORGHI,ARG,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Claudio CANIGGIA,ARG,11,4,3,2,0.3636363636363636,23.52941176470588,37.03703703703704,9.090909090909092,25.0,62.5,3.0
Claudio GENTILE,ITA,14,0,3,2,0.0,0.0,48.14814814814815,0.0,25.0,62.5,3.0
Claudio JARA,CRC,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
Claudio LEZCANO,PAR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Claudio LOPEZ,ARG,5,1,0,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,100.0,0.0
Claudio REYNA,USA,7,0,1,2,0.0,0.0,22.22222222222222,0.0,25.0,87.5,1.0
Claudio SALA,ITA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Claudio SUAREZ,MEX,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Cle KOOIMAN,USA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Cliff JONES,WAL,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Cobi JONES,USA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Colin BAKER,WAL,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Colin BELL,ENG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Colin CALDERWOOD,SCO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Colin CLARKE,NIR,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
Colin CURRAN,AUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Colin HENDRY,SCO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Colin MC DONALD,ENG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Colin MILLER,CAN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Colin WEBSTER,WAL,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Comunardo NICCOLAI,ITA,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
Conduelo PIRIZ,URU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Conny TORSTENSSON,SWE,9,1,0,2,0.1111111111111111,5.88235294117647,29.629629629629623,2.7777777777777777,25.0,100.0,1.0
Constant HUYSMANS,BEL,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Constantin GALCA,ROU,9,0,0,2,0.0,0.0,29.629629629629623,0.0,25.0,100.0,1.0
Constantin STANCIU,ROU,2,1,0,1,0.5,5.88235294117647,3.7037037037037033,12.5,0.0,100.0,
Corneel SEYS,BEL,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Cornel DINU,ROU,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Corneliu PAPURA,ROU,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Corneliu ROBE,ROU,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Coskun TAS,TUR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Costant JOACIM,BEL,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Costantino URBIETA SOSA,ARG,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Craig BURLEY,SCO,3,1,1,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,87.5,2.0
Craig LEVEIN,SCO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Crescencio GUTIERREZ,MEX,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Cristobal ORTEGA,MEX,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
Curt BERGSTEN,SWE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Cyrille MAKANAKY,CMR,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Czeslaw POVOLNY,FRA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
D R CHA,KOR,7,0,1,1,0.0,0.0,22.22222222222222,0.0,0.0,87.5,2.0
D S HA,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
D W JI,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
D. ALVES,BRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
D. BAGGIO,ITA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
D. BARRETO,PAR,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
D. BOATENG,GHA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
D. FERNANDES,POR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
D. FORLAN,URU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
D. GODIN,URU,4,1,1,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,87.5,2.0
D. KOMBAROV,RUS,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
D. LANZA,ECU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
D. LUGANO,URU,4,0,3,1,0.0,0.0,11.11111111111111,0.0,0.0,62.5,2.0
D. MILITO,ARG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
D. OPARE,GHA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
D. PEREZ,URU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
D. REYES,MEX,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
D. TRISTAN,ESP,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
D.FORLAN,URU,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
D.RODRIGUEZ,URU,3,1,1,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,87.5,2.0
D.SILVA,URU,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DA SILVA,PAR,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
DABANOVIC,SVN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DAEV,RUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DAF,SEN,5,0,2,1,0.0,0.0,14.814814814814811,0.0,0.0,75.0,2.0
DAMAS,POR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DANI,ESP,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
DANI ALVES,BRA,7,0,2,1,0.0,0.0,22.22222222222222,0.0,0.0,75.0,2.0
DANILO ALVIM,BRA,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
DANNY,POR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DANTE,BRA,7,0,2,1,0.0,0.0,22.22222222222222,0.0,0.0,75.0,2.0
DANTE,BRA,7,0,2,1,0.0,0.0,22.22222222222222,0.0,0.0,75.0,0.0
DANTE,PAR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,2.0
DANTE,PAR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DARIO,BRA,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
DARMIAN,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DAUDA,GHA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DAVARI,IRN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DAVID DEGEN,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DAVID LUIZ,BRA,7,4,0,1,0.5714285714285714,23.52941176470588,22.22222222222222,14.285714285714285,0.0,100.0,0.0
DAVID VILLA,ESP,14,7,0,3,0.5,41.17647058823529,48.14814814814815,12.5,50.0,100.0,3.0
DAVIDS,RSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DAVIDSON,AUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DAVIS,USA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DAWSON,ENG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DE AVILA,COL,6,0,1,2,0.0,0.0,18.51851851851852,0.0,25.0,87.5,1.0
DE BOECK,BEL,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DE BRUYNE,BEL,5,2,0,1,0.4,11.76470588235294,14.814814814814811,10.0,0.0,100.0,0.0
DE CLER,NED,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
DE GEA,ESP,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DE GUZMAN,NED,7,0,3,1,0.0,0.0,22.22222222222222,0.0,0.0,62.5,2.0
DE JONG,NED,14,0,3,2,0.0,0.0,48.14814814814815,0.0,25.0,62.5,3.0
DE LA CRUZ,ECU,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DE PEDRO,ESP,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
DE ROSSI,ITA,13,1,2,3,0.0769230769230769,5.88235294117647,44.44444444444444,1.9230769230769231,50.0,75.0,3.0
DE SANCTIS,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DE SCIGLIO,ITA,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DE SORDI,BRA,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
DE VLIEGER,BEL,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DE VRIJ,NED,7,1,1,1,0.1428571428571428,5.88235294117647,22.22222222222222,3.571428571428571,0.0,87.5,2.0
DE ZEEUW,NED,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
DEBUCHY,FRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DECO,POR,11,1,5,2,0.0909090909090909,5.88235294117647,37.03703703703704,2.272727272727273,25.0,37.5,3.0
DEDI?,SVN,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DEFLANDRE,BEL,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DEFOE,ENG,4,1,0,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,100.0,0.0
DEFOUR,BEL,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
DEJAGAH,IRN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DEKO,BIH,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
DEL PIERO,ITA,11,2,0,2,0.1818181818181818,11.76470588235294,37.03703703703704,4.545454545454546,25.0,100.0,1.0
DELGADO,ANG,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DELGADO,ANG,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DELGADO,ANG,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,0.0
DELGADO,ECU,3,1,1,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,87.5,2.0
DELGADO,ECU,3,1,1,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,87.5,2.0
DELGADO,ECU,3,1,1,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,87.5,0.0
DELGADO,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,2.0
DELGADO,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,2.0
DELGADO,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DELVECCHIO,ITA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DEMBELE,BEL,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
DEMEL,CIV,6,0,1,2,0.0,0.0,18.51851851851852,0.0,25.0,87.5,1.0
DEMERIT,USA,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
DEMICHELIS,ARG,12,1,2,2,0.0833333333333333,5.88235294117647,40.74074074074074,2.083333333333333,25.0,75.0,1.0
DEMPSEY,USA,11,4,0,3,0.3636363636363636,23.52941176470588,37.03703703703704,9.090909090909092,50.0,100.0,3.0
DENILSON,BRA,17,0,2,3,0.0,0.0,59.25925925925925,0.0,50.0,75.0,3.0
DENISOV,RUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DEQUINHA,BRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DER,POR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DERDIYOK,SUI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DESAILLY,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DHORASOO,FRA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
DI BIAGIO,ITA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DI LIVIO,ITA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DI MARIA,ARG,12,2,2,2,0.1666666666666666,11.76470588235294,40.74074074074074,4.166666666666666,25.0,75.0,1.0
DI NATALE,ITA,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
DIABY,FRA,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DIALLO,SEN,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DIAMANTINO,POR,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
DIAO,SEN,5,1,2,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,75.0,2.0
DIARRA,FRA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
DIATTA,SEN,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DIAZ,CHI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DIAZ J.,CRC,5,0,2,1,0.0,0.0,14.814814814814811,0.0,0.0,75.0,2.0
DIDA,BRA,25,0,0,4,0.0,0.0,88.88888888888889,0.0,75.0,100.0,3.0
DIDI,BRA,15,3,0,3,0.2,17.647058823529413,51.85185185185185,5.0,50.0,100.0,3.0
DIDULICA,CRO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DIEGO COSTA,ESP,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DIGNE,FRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DIKGACOI,RSA,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
DINDANE,CIV,6,1,1,2,0.1666666666666666,5.88235294117647,18.51851851851852,4.166666666666666,25.0,87.5,1.0
DINI?,SVN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DINO SANI,BRA,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
DIOMANDE,CIV,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DIOUF,SEN,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
DIRCEU,BRA,19,3,1,3,0.1578947368421052,17.647058823529413,66.66666666666666,3.947368421052632,50.0,87.5,3.0
DISKERUD,USA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DJABOU,ALG,4,3,0,1,0.75,17.647058823529413,11.11111111111111,18.75,0.0,100.0,0.0
DJAKPA,CIV,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DJALMA SANTOS,BRA,18,0,0,4,0.0,0.0,62.96296296296296,0.0,75.0,100.0,3.0
DJEBBOUR,ALG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DJEMBA,CMR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DJEUGOUE,CMR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DJORKAEFF,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DJOUROU,SUI,8,0,2,2,0.0,0.0,25.925925925925924,0.0,25.0,75.0,1.0
DOCA,BRA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
DOHEON,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DOI,JPN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DOKHI,KSA,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DOKHY,KSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DOMINGOS DA GUIA,BRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DOMINGUEZ,ECU,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DOMORAUD,CIV,3,0,4,1,0.0,0.0,7.4074074074074066,0.0,0.0,50.0,2.0
DONGGOOK,KOR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DONGJIN,KOR,7,0,1,2,0.0,0.0,22.22222222222222,0.0,25.0,87.5,1.0
DONI,BRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DONI,BRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DONI,ITA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DONI,ITA,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DONOVAN,USA,12,4,0,3,0.3333333333333333,23.52941176470588,40.74074074074074,8.333333333333332,50.0,100.0,3.0
DOOLEY,USA,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
DORIVA,BRA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
DORST,INH,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
DOS SANTOS,PAR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DOS SANTOS,PAR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,0.0
DOS SANTOS,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,2.0
DOS SANTOS,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DOSSEVI,TOG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DOUMBIA,CIV,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DOWNING,ENG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
DRAGUTINOVIC,SCG,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DRAMAN,GHA,4,1,0,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,100.0,0.0
DRAXLER,GER,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
DRMIC,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
DROGBA,CIV,9,2,3,3,0.2222222222222222,11.76470588235294,29.629629629629623,5.555555555555555,50.0,62.5,3.0
DRUMMOND,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DRUMMOND J.,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DUARTE O.,CRC,5,1,8,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,0.0,2.0
DUDA,POR,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
DUDEK,POL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
DUDIC,SCG,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
DUDKA,POL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
